biorxiv_doi,published_doi,title,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,num_contractions,contractions_per_1000,uses_contractions,num_exclamation,exclamation_per_1000,uses_exclamation,num_signposting,signposting_per_1000,uses_signposting,num_vague_verbs,vague_verbs_per_1000,uses_vague_verbs,num_allows_to,allows_to_per_1000,uses_allows_to,num_aim_to,aim_to_per_1000,uses_aim_to,num_we,we_per_1000,uses_we,num_hedging,hedging_per_1000,uses_hedging,num_to_that_end,to_that_end_per_1000,uses_to_that_end,num_chatgpt_words,chatgpt_words_per_1000,uses_chatgpt_words,num_absolute_words,absolute_words_per_1000,uses_absolute_words,num_comparatives,comparatives_per_1000,uses_comparatives,num_passive,passive_per_1000,uses_passive
10.1101/033266,,Automated long-term recording and analysis of neural activity in behaving animals,35.074081400507566,12.457528420081278,15.358106156057568,0,0.0,False,0,0.0,False,0,0.0,False,16,2.617801047120419,True,0,0.0,False,0,0.0,False,56,9.162303664921465,True,24,3.926701570680628,True,0,0.0,False,0,0.0,False,2,0.3272251308900524,True,11,1.7997382198952878,True,58,9.489528795811518,True
10.1101/033803,,Fast near-whole brain imaging in adult Drosophila during responses to stimuli and behavior,42.83848787200151,12.650950634349151,15.934411869758407,0,0.0,False,0,0.0,False,0,0.0,False,7,0.8992805755395684,True,0,0.0,False,0,0.0,False,100,12.846865364850977,True,56,7.194244604316547,True,0,0.0,False,0,0.0,False,1,0.12846865364850976,True,24,3.083247687564234,True,92,11.819116135662899,True
10.1101/034199,,Inferences from a network to a subnetwork and vice versa under an assumption of symmetry,38.700947407867034,12.966654584994565,16.716670864535786,0,0.0,False,0,0.0,False,0,0.0,False,2,0.5350454788657035,True,0,0.0,False,0,0.0,False,40,10.700909577314071,True,31,8.293204922418406,True,0,0.0,False,0,0.0,False,1,0.26752273943285176,True,5,1.337613697164259,True,39,10.433386837881221,True
10.1101/035196,,Reactivation of reward-related patterns from single past episodes supports memory-based decision making,33.88292165991908,12.653338738417236,15.616400132901811,0,0.0,False,0,0.0,False,0,0.0,False,21,1.7754480892796753,True,0,0.0,False,0,0.0,False,97,8.20087926952993,True,58,4.903618532296246,True,0,0.0,False,0,0.0,False,6,0.5072708826513358,True,26,2.198173824822455,True,171,14.457220155563071,True
10.1101/035212,,Pain to remember: a single incidental association with pain leads to increased memory for neutral items one year later,31.3846797860881,13.093613415492594,16.654070219422838,0,0.0,False,0,0.0,False,0,0.0,False,11,1.8487394957983194,True,0,0.0,False,0,0.0,False,49,8.23529411764706,True,27,4.53781512605042,True,0,0.0,False,0,0.0,False,4,0.6722689075630253,True,11,1.8487394957983194,True,97,16.30252100840336,True
10.1101/035451,,An approximation of the error back-propagation algorithm in a predictive coding network with local Hebbian synaptic plasticity,35.75535532026103,14.422372076681338,17.391079581067807,0,0.0,False,0,0.0,False,4,0.41459369817578773,True,24,2.487562189054726,True,0,0.0,False,0,0.0,False,113,11.712271973466004,True,80,8.291873963515755,True,0,0.0,False,0,0.0,False,1,0.10364842454394693,True,23,2.3839137645107793,True,142,14.718076285240466,True
10.1101/036228,,Random recurrent networks near criticality capture the broadband power distribution of human ECoG dynamics,44.06367736098164,11.869187669070197,15.03867611195596,0,0.0,False,0,0.0,False,0,0.0,False,10,1.160631383472609,True,0,0.0,False,0,0.0,False,94,10.909935004642525,True,58,6.731662024141133,True,0,0.0,False,0,0.0,False,0,0.0,False,16,1.8570102135561746,True,52,6.035283194057568,True
10.1101/036269,,Local opposite orientation preferences in V1: fMRI sensitivity to fine-grained pattern information,28.106296223785904,13.618320684532382,16.603959324220053,0,0.0,False,0,0.0,False,0,0.0,False,1,0.270929287455974,True,0,0.0,False,0,0.0,False,38,10.29531292332701,True,16,4.334868599295584,True,0,0.0,False,0,0.0,False,0,0.0,False,7,1.896505012191818,True,45,12.191817935518829,True
10.1101/036277,,"A Probabilistic, Distributed, Recursive Mechanism for Decision-making in the Brain",29.58745881907859,15.085141435937675,18.40935812646047,0,0.0,False,0,0.0,False,0,0.0,False,23,2.1608417888012026,True,0,0.0,False,0,0.0,False,84,7.891770011273957,True,56,5.261180007515971,True,0,0.0,False,0,0.0,False,0,0.0,False,19,1.785043216835776,True,73,6.8583239383690335,True
10.1101/036772,,When are inter-individual brain-behavior correlations informative?,15.109262590777348,16.44463523812222,19.50733867845237,1,0.16520733520568312,True,0,0.0,False,0,0.0,False,7,1.156451346439782,True,0,0.0,False,0,0.0,False,61,10.077647447546672,True,53,8.755988765901206,True,0,0.0,False,0,0.0,False,3,0.4956220056170494,True,4,0.6608293408227325,True,52,8.590781430695523,True
10.1101/036905,,Changes in attractor dynamics predict altered perceptual decision making with dorsolateral prefrontal tDCS,18.07846713303954,16.62615591646379,19.79908437513911,0,0.0,False,0,0.0,False,0,0.0,False,21,2.6589009875917955,True,0,0.0,False,0,0.0,False,66,8.356545961002785,True,30,3.7984299822739933,True,0,0.0,False,0,0.0,False,4,0.5064573309698658,True,9,1.139528994682198,True,96,12.15497594327678,True
10.1101/037044,,The Neuro Bureau ADHD-200 Preprocessed Repository,24.95602982744458,15.825196548890716,19.095079704190635,0,0.0,False,0,0.0,False,0,0.0,False,13,2.662297767765718,True,0,0.0,False,0,0.0,False,7,1.4335449518738481,True,12,2.4575056317837394,True,0,0.0,False,0,0.0,False,0,0.0,False,7,1.4335449518738481,True,97,19.864837190251894,True
10.1101/037069,,On Binocular Vision: The Geometric Horopter and Cyclopean Eye,48.91150826210014,11.595301323651334,15.272491113715848,0,0.0,False,1,0.17914725904693657,True,0,0.0,False,2,0.35829451809387314,True,0,0.0,False,0,0.0,False,77,13.794338946614117,True,16,2.866356144750985,True,0,0.0,False,0,0.0,False,1,0.17914725904693657,True,1,0.17914725904693657,True,46,8.240773916159082,True
10.1101/037085,,Believer-Skeptic meets Actor-Critic: Rethinking the role basal ganglia pathways in decision-making and reinforcement learning,17.894203332323258,17.231630947827245,20.141416656080764,0,0.0,False,0,0.0,False,2,0.23153507756425099,True,15,1.7365130817318823,True,0,0.0,False,0,0.0,False,22,2.546885853206761,True,49,5.672609400324149,True,0,0.0,False,0,0.0,False,1,0.11576753878212549,True,22,2.546885853206761,True,94,10.882148645519797,True
10.1101/037143,,Nanoscale dynamics of synaptic vesicle trafficking and fusion at the presynaptic active zone,26.09071988806963,16.12240037582467,19.32095426785678,0,0.0,False,0,0.0,False,0,0.0,False,11,2.42450958783337,True,0,0.0,False,0,0.0,False,26,5.730659025787966,True,3,0.661229887590919,True,0,0.0,False,0,0.0,False,0,0.0,False,4,0.8816398501212255,True,49,10.800088163985013,True
10.1101/037788,,Incorporating and compensating cerebrospinal fluid in surface-based forward models of magneto– and electroencephalography,39.91207120168198,13.762675956348811,16.62340016928944,0,0.0,False,0,0.0,False,0,0.0,False,6,0.6259780907668231,True,0,0.0,False,0,0.0,False,84,8.763693270735525,True,34,3.547209181011998,True,0,0.0,False,0,0.0,False,2,0.20865936358894105,True,22,2.2952529994783513,True,118,12.310902451747522,True
10.1101/037937,,“Validating silicon polytrodes with paired juxtacellular recordings: method and dataset”,24.46691607211585,15.654050504751474,18.882545960508008,0,0.0,False,0,0.0,False,0,0.0,False,10,2.5087807325639737,True,0,0.0,False,0,0.0,False,23,5.77019568489714,True,11,2.7596588058203713,True,0,0.0,False,0,0.0,False,2,0.5017561465127948,True,4,1.0035122930255895,True,62,15.554440541896637,True
10.1101/038026,,Sex-dependent and sex-independent brain resting-state functional connectivity in children with autism spectrum disorder,38.87076712560142,11.99346306226034,14.78445113256805,2,0.5369127516778524,True,0,0.0,False,0,0.0,False,2,0.5369127516778524,True,0,0.0,False,1,0.2684563758389262,True,27,7.248322147651007,True,11,2.9530201342281877,True,0,0.0,False,0,0.0,False,1,0.2684563758389262,True,14,3.7583892617449663,True,56,15.033557046979865,True
10.1101/038778,,Optimistic reinforcement learning: computational and neural bases,29.274013857345068,13.822227049800865,16.530107633060137,0,0.0,False,1,0.15549681231534754,True,0,0.0,False,4,0.6219872492613902,True,0,0.0,False,0,0.0,False,52,8.085834240398071,True,12,1.8659617477841706,True,0,0.0,False,0,0.0,False,1,0.15549681231534754,True,36,5.597885243352511,True,78,12.128751360597107,True
10.1101/039032,,Contents of Consciousness Investigated as Integrated Information in Direct Human Brain Recordings,27.570204609973814,15.503040174243448,18.988417679971132,0,0.0,False,0,0.0,False,0,0.0,False,7,1.03397341211226,True,0,0.0,False,0,0.0,False,83,12.259970457902511,True,26,3.8404726735598227,True,0,0.0,False,0,0.0,False,1,0.14771048744460855,True,12,1.7725258493353029,True,81,11.964549483013293,True
10.1101/039354,,A practical guide for improving transparency and reproducibility in neuroimaging research,33.59105308094436,14.440188042877846,17.023932176795054,0,0.0,False,0,0.0,False,1,0.1838235294117647,True,37,6.801470588235294,True,1,0.1838235294117647,True,2,0.3676470588235294,True,40,7.352941176470588,True,83,15.257352941176471,True,0,0.0,False,0,0.0,False,1,0.1838235294117647,True,18,3.3088235294117645,True,57,10.477941176470587,True
10.1101/039842,,Overlap of movement planning and movement execution reduces reaction time by up to 100ms,45.117156367078934,11.616573842807075,13.856673246585828,0,0.0,False,0,0.0,False,0,0.0,False,1,0.2587991718426501,True,0,0.0,False,0,0.0,False,18,4.658385093167702,True,15,3.8819875776397517,True,0,0.0,False,0,0.0,False,3,0.7763975155279502,True,9,2.329192546583851,True,69,17.857142857142858,True
